Frame not received: Unknown Frame: size=6876, net_delay=None, decode_delay=None, encode_delay=22, total_delay=None, md5=54d4c9e5b31026fe7057e4f8ed95db38
Unknown Frame: size=11781, net_delay=80, decode_delay=2, encode_delay=10, total_delay=92, md5=812b266ef005f773982c3987452af88d
Unknown Frame: size=11840, net_delay=82, decode_delay=2, encode_delay=8, total_delay=92, md5=02ba11507cdf2255ddaa54ae11765bf0
Unknown Frame: size=12897, net_delay=81, decode_delay=2, encode_delay=10, total_delay=93, md5=edc9b8ade6377c6e45518c29298fdd1c
Unknown Frame: size=12306, net_delay=81, decode_delay=2, encode_delay=10, total_delay=93, md5=ca34ef5701704e0b9627bffd82c7693a
Unknown Frame: size=12252, net_delay=82, decode_delay=2, encode_delay=9, total_delay=93, md5=09735d26abfd29d9003a1bdbb591eaa9
Unknown Frame: size=12644, net_delay=81, decode_delay=3, encode_delay=10, total_delay=94, md5=11c0ecd008382c84f98542fe6bdf4f32
Unknown Frame: size=12221, net_delay=81, decode_delay=2, encode_delay=10, total_delay=93, md5=3c495db74af4c656fe9ddd208ad56c7c
Unknown Frame: size=12765, net_delay=80, decode_delay=3, encode_delay=10, total_delay=93, md5=da3b3872bf18de821b6505e009268306
Unknown Frame: size=12123, net_delay=81, decode_delay=2, encode_delay=9, total_delay=92, md5=e152792a6aa0f8e7c1213b20c4dfc4ea
Unknown Frame: size=12511, net_delay=80, decode_delay=2, encode_delay=9, total_delay=91, md5=597eed15e70f9c8a3bdd99673f8595c5
Unknown Frame: size=11308, net_delay=81, decode_delay=1, encode_delay=9, total_delay=91, md5=04ac02a13d3e327ff64dfd99917ad2e6
Unknown Frame: size=13370, net_delay=79, decode_delay=2, encode_delay=11, total_delay=92, md5=ac00e2f9066e46f619d836489a947ed4
Unknown Frame: size=12785, net_delay=79, decode_delay=2, encode_delay=12, total_delay=93, md5=c920325239592a076dd15701c2c2d4e1
Unknown Frame: size=11704, net_delay=82, decode_delay=2, encode_delay=8, total_delay=92, md5=9bd970bdca23fb7350c86f6a5b307c03
Unknown Frame: size=12884, net_delay=78, decode_delay=2, encode_delay=12, total_delay=92, md5=19ee95b0dae2bb410b15b359547dd287
Unknown Frame: size=12577, net_delay=78, decode_delay=2, encode_delay=12, total_delay=92, md5=7818ecef39a2170abb9b3bb422196737
Unknown Frame: size=11918, net_delay=79, decode_delay=2, encode_delay=10, total_delay=91, md5=7d80b87cf0d2426a86fe88549ef3e8ee
Unknown Frame: size=12194, net_delay=80, decode_delay=3, encode_delay=10, total_delay=93, md5=3dfd813a9ec44e60ba4c18b00f8766ed
Unknown Frame: size=12197, net_delay=80, decode_delay=3, encode_delay=10, total_delay=93, md5=ac7802c55cc47c7963151acb2273ccc9
Unknown Frame: size=11784, net_delay=83, decode_delay=2, encode_delay=8, total_delay=93, md5=e967ca4529361cc9d60e5efa061ec710
Unknown Frame: size=13308, net_delay=82, decode_delay=2, encode_delay=9, total_delay=93, md5=8f7f753890a261bc51a9a5c2881f4b60
Unknown Frame: size=13045, net_delay=75, decode_delay=2, encode_delay=15, total_delay=92, md5=e23436dbca79ac805e8088cef71bf52d
Unknown Frame: size=12767, net_delay=79, decode_delay=2, encode_delay=10, total_delay=91, md5=0de62386f851c5f3242ec598842b921d
Unknown Frame: size=12449, net_delay=79, decode_delay=3, encode_delay=10, total_delay=92, md5=a192ee24aa4925e295b425859fbf17ac
Unknown Frame: size=12062, net_delay=82, decode_delay=2, encode_delay=8, total_delay=92, md5=d6f96646c2c7a9e5694f6d0751fb1aa3
Unknown Frame: size=12914, net_delay=80, decode_delay=2, encode_delay=10, total_delay=92, md5=2e1887cad81c0d99bfd0a96b9662700b
Unknown Frame: size=12871, net_delay=79, decode_delay=2, encode_delay=11, total_delay=92, md5=83ca26a4d7966bddc991337b8a152867
Unknown Frame: size=11851, net_delay=78, decode_delay=3, encode_delay=10, total_delay=91, md5=69cc49d54942601f5852635db7dc3376
Unknown Frame: size=12035, net_delay=78, decode_delay=2, encode_delay=11, total_delay=91, md5=19e8595620a84fd7283698632d90ea94
Unknown Frame: size=12755, net_delay=76, decode_delay=2, encode_delay=12, total_delay=90, md5=86708818b4d438bf577e5ff93bc60c26
Unknown Frame: size=12269, net_delay=77, decode_delay=2, encode_delay=11, total_delay=90, md5=2fa7fae7b260b4178259404dc9a92137
Unknown Frame: size=12145, net_delay=78, decode_delay=3, encode_delay=10, total_delay=91, md5=dffc8ece8c1fe45f5eee1e0b1d4687e1
Unknown Frame: size=11792, net_delay=80, decode_delay=2, encode_delay=9, total_delay=91, md5=9da5f8a277aaa3062d41301c8c113a9a
Unknown Frame: size=12904, net_delay=79, decode_delay=2, encode_delay=10, total_delay=91, md5=5d862168722880847c156bb3c1a41640
Unknown Frame: size=12359, net_delay=80, decode_delay=2, encode_delay=10, total_delay=92, md5=de8247ded78c1f6a63254afb3ad66bd0
Unknown Frame: size=12623, net_delay=80, decode_delay=2, encode_delay=9, total_delay=91, md5=97ac3af28fcae68304df2f9be1b72e81
Unknown Frame: size=19477, net_delay=77, decode_delay=2, encode_delay=11, total_delay=90, md5=a629ed2a679b4e2dd8b6e2b066500568
Unknown Frame: size=19976, net_delay=76, decode_delay=3, encode_delay=12, total_delay=91, md5=843cf448af04caf9f18354fa4aa7dced
Unknown Frame: size=20657, net_delay=75, decode_delay=3, encode_delay=13, total_delay=91, md5=9c4c4b804e38bf176f930efb4c8d85ba
Unknown Frame: size=19254, net_delay=77, decode_delay=2, encode_delay=12, total_delay=91, md5=c6fa9bc4199a957596a5ddbde0c31ff8
Unknown Frame: size=20615, net_delay=77, decode_delay=2, encode_delay=11, total_delay=90, md5=fa431b2b7ed0f9300ac7f5e0e45ee806
Unknown Frame: size=18670, net_delay=80, decode_delay=2, encode_delay=10, total_delay=92, md5=c46cbebef3ed733db7bba000e564ed2e
Unknown Frame: size=21045, net_delay=77, decode_delay=2, encode_delay=12, total_delay=91, md5=e9496b1df59f39dc748a953016100f85
Unknown Frame: size=20765, net_delay=77, decode_delay=2, encode_delay=12, total_delay=91, md5=8c757c7fcca80dba84cb949caea2e472
Unknown Frame: size=21059, net_delay=76, decode_delay=2, encode_delay=12, total_delay=90, md5=4d6102c24e85d75e974531c0941b4ea2
Unknown Frame: size=20083, net_delay=76, decode_delay=2, encode_delay=13, total_delay=91, md5=36e1ea62c3eeb39dc30df209ca1def92
Unknown Frame: size=19476, net_delay=77, decode_delay=3, encode_delay=11, total_delay=91, md5=a39ed3716d791ddebca27ca8387d35d6
Unknown Frame: size=19019, net_delay=79, decode_delay=3, encode_delay=9, total_delay=91, md5=b62655c44a77a084afa509a719d83719
Unknown Frame: size=21281, net_delay=76, decode_delay=3, encode_delay=12, total_delay=91, md5=2554df4ec5afd43e4e9e8c82d4240135
Unknown Frame: size=21043, net_delay=75, decode_delay=3, encode_delay=12, total_delay=90, md5=afb15f695f0e8a8828a06a1772250d7b
Unknown Frame: size=20072, net_delay=76, decode_delay=2, encode_delay=12, total_delay=90, md5=1946e4071a60477223d305e3a37ed5c2
Unknown Frame: size=19834, net_delay=74, decode_delay=3, encode_delay=12, total_delay=89, md5=76720ec8ce95caefa9cd160a2c3d66d6
Unknown Frame: size=20007, net_delay=76, decode_delay=3, encode_delay=10, total_delay=89, md5=15a944684e7ec0d86a05a4a05c8e9e6a
Unknown Frame: size=20526, net_delay=75, decode_delay=3, encode_delay=11, total_delay=89, md5=61c454824dc1fcd3f2ee594fe1766a51
Unknown Frame: size=21077, net_delay=74, decode_delay=3, encode_delay=11, total_delay=88, md5=74703ac9dc5c8c437d30d7f9eaab269b
Unknown Frame: size=19694, net_delay=74, decode_delay=3, encode_delay=11, total_delay=88, md5=6ee19a8d39b8369f0aa51a28de9353ad
Unknown Frame: size=19356, net_delay=74, decode_delay=3, encode_delay=11, total_delay=88, md5=2d1fefb67c06e8d5020055be612a9386
Unknown Frame: size=19266, net_delay=73, decode_delay=3, encode_delay=11, total_delay=87, md5=f25636a04510fc3509576de970e9eb4a
Unknown Frame: size=20836, net_delay=70, decode_delay=3, encode_delay=13, total_delay=86, md5=663796f786785daa820d9e71f9f65b03
Unknown Frame: size=20769, net_delay=71, decode_delay=3, encode_delay=12, total_delay=86, md5=6e24f7fca9e634f7a12a73fcec2013c2
Unknown Frame: size=21345, net_delay=71, decode_delay=3, encode_delay=12, total_delay=86, md5=9499cdc5fd695b3de26ffa9da617813a
Unknown Frame: size=19171, net_delay=72, decode_delay=3, encode_delay=11, total_delay=86, md5=d90dccc691a74265e978d27e43181644
Unknown Frame: size=20966, net_delay=71, decode_delay=3, encode_delay=12, total_delay=86, md5=f16fa39d987b0369e56d7d8f869ba263
Unknown Frame: size=19486, net_delay=69, decode_delay=3, encode_delay=13, total_delay=85, md5=f23289103d4502755a11bc8fee3c6019
Unknown Frame: size=21003, net_delay=70, decode_delay=3, encode_delay=13, total_delay=86, md5=42db668c23a7a295279f47f4eb75f722
Unknown Frame: size=19577, net_delay=71, decode_delay=3, encode_delay=11, total_delay=85, md5=d98bac20059b7ee2bc6b918f6e1ad25f
Unknown Frame: size=20284, net_delay=70, decode_delay=3, encode_delay=11, total_delay=84, md5=15bed7bb5548762199c13016ae85e096
Unknown Frame: size=21093, net_delay=71, decode_delay=2, encode_delay=10, total_delay=83, md5=3a61f1e7984e32a1c90d61d0e6df0e10
Unknown Frame: size=20463, net_delay=70, decode_delay=3, encode_delay=11, total_delay=84, md5=407006a18aaa9775524e02694aec115c
Unknown Frame: size=20418, net_delay=70, decode_delay=2, encode_delay=11, total_delay=83, md5=e40e19ae2632b8798f7be5c1e9e0a167
Unknown Frame: size=21374, net_delay=70, decode_delay=3, encode_delay=11, total_delay=84, md5=06b3e11b04755c95b652cf8b252dfc2c
Unknown Frame: size=20624, net_delay=69, decode_delay=3, encode_delay=11, total_delay=83, md5=2b8811d233ec162a982a5d441e2ffce9
Unknown Frame: size=21303, net_delay=68, decode_delay=3, encode_delay=12, total_delay=83, md5=ee536391d53865427f57ab728365dcdd
Unknown Frame: size=21629, net_delay=67, decode_delay=3, encode_delay=12, total_delay=82, md5=d7416096f9c3e719b2090008d3aeba48
Unknown Frame: size=21177, net_delay=67, decode_delay=3, encode_delay=12, total_delay=82, md5=ba11b195708929add3ad1fb1e007b298
Unknown Frame: size=21653, net_delay=67, decode_delay=3, encode_delay=12, total_delay=82, md5=183163e5b198384ad75a120ff94e528c
Unknown Frame: size=21681, net_delay=66, decode_delay=3, encode_delay=12, total_delay=81, md5=d9b66be4416575072e6dec848415cc0a
Unknown Frame: size=20330, net_delay=66, decode_delay=3, encode_delay=12, total_delay=81, md5=dde6a0bc1053d5b9026f1a051423c8f8
Unknown Frame: size=20786, net_delay=66, decode_delay=3, encode_delay=12, total_delay=81, md5=28011ee7b5b586ce7588f83b343dde82
Unknown Frame: size=21233, net_delay=66, decode_delay=3, encode_delay=12, total_delay=81, md5=80f958db038b0279a85ba985bee518fc
Unknown Frame: size=20572, net_delay=66, decode_delay=3, encode_delay=12, total_delay=81, md5=5b228af5c04a7f284b8a08b8ee4e0096
Unknown Frame: size=21184, net_delay=67, decode_delay=3, encode_delay=11, total_delay=81, md5=1c7621a95dfe4ff77dd798abee7de81a
Unknown Frame: size=21599, net_delay=65, decode_delay=3, encode_delay=12, total_delay=80, md5=5a3637c296eb2d51f3f4ad1a2cf080e8
Unknown Frame: size=21184, net_delay=65, decode_delay=2, encode_delay=12, total_delay=79, md5=d2a8b3199da7b59cc09a0d5bd7e0be12
Unknown Frame: size=22116, net_delay=65, decode_delay=3, encode_delay=12, total_delay=80, md5=1e1ce504dd2fceb2034ebbc21326fb2b
Unknown Frame: size=21289, net_delay=67, decode_delay=2, encode_delay=10, total_delay=79, md5=b0bddcbefdb211c5999f250e5f3f5a53
Unknown Frame: size=22036, net_delay=67, decode_delay=3, encode_delay=10, total_delay=80, md5=7bcf0ad9eb446af7f3e51a3aeedf03b6
Unknown Frame: size=21118, net_delay=65, decode_delay=3, encode_delay=11, total_delay=79, md5=aa65be4141775ac71aaec49c8c5d40d4
Unknown Frame: size=21600, net_delay=64, decode_delay=3, encode_delay=11, total_delay=78, md5=9ac67a68e4cd5e9ad7cdae45874ccf77
Unknown Frame: size=22183, net_delay=64, decode_delay=3, encode_delay=11, total_delay=78, md5=f5212645334877a59254c3a038ed6a2e
Unknown Frame: size=22097, net_delay=63, decode_delay=3, encode_delay=12, total_delay=78, md5=1388d7e7ecfe9105d4975d19e516ef1d
Unknown Frame: size=20723, net_delay=66, decode_delay=2, encode_delay=9, total_delay=77, md5=60bb8573d619ea7e7c7474d423fb747e
Unknown Frame: size=23228, net_delay=64, decode_delay=3, encode_delay=11, total_delay=78, md5=77056264f70c42364ea0a03bb40b6707
Unknown Frame: size=21840, net_delay=65, decode_delay=3, encode_delay=10, total_delay=78, md5=d3fefbeb1c579ddd28abf98a51a72dbf
Unknown Frame: size=21561, net_delay=65, decode_delay=4, encode_delay=10, total_delay=79, md5=9d4b553b36e0e0bd32bbdc4cd5fcfd6d
Unknown Frame: size=21405, net_delay=64, decode_delay=2, encode_delay=11, total_delay=77, md5=1f89834779f933318427123aa91f3c16
Unknown Frame: size=22069, net_delay=63, decode_delay=2, encode_delay=11, total_delay=76, md5=fde0211a0c8c27d99744e56b65c1dbeb
Unknown Frame: size=21786, net_delay=64, decode_delay=3, encode_delay=10, total_delay=77, md5=73fe66f330ee74e72105c56712f71c80
Unknown Frame: size=21701, net_delay=65, decode_delay=2, encode_delay=10, total_delay=77, md5=e888cdf43f42b9ff06b1e84a996a5bec
Unknown Frame: size=22057, net_delay=64, decode_delay=3, encode_delay=10, total_delay=77, md5=0a6ec9dcab86d945468dad64991f0da9
Unknown Frame: size=21383, net_delay=63, decode_delay=3, encode_delay=10, total_delay=76, md5=face72a2ffe67ba45bbe2ba03f4e7762
Unknown Frame: size=23068, net_delay=63, decode_delay=2, encode_delay=11, total_delay=76, md5=7f89a5c2c960a38da4382a57b562e30b
Unknown Frame: size=23325, net_delay=61, decode_delay=3, encode_delay=13, total_delay=77, md5=97b55dc2c6719472847bf1d2f80d0b9d
Unknown Frame: size=22473, net_delay=60, decode_delay=3, encode_delay=13, total_delay=76, md5=8b6fcee0b9308e6a9a3e3f2bd0f19a3d
Unknown Frame: size=23219, net_delay=60, decode_delay=3, encode_delay=13, total_delay=76, md5=03b7a6ae6bdd582d2df8ae7a69f7ee70
Unknown Frame: size=22531, net_delay=61, decode_delay=2, encode_delay=13, total_delay=76, md5=c76d2c673d9aa13f1cfb2dedd9293685
Unknown Frame: size=21916, net_delay=61, decode_delay=3, encode_delay=12, total_delay=76, md5=e9da0c19023e5eeffecf91b83c0c9c52
Unknown Frame: size=22198, net_delay=62, decode_delay=3, encode_delay=11, total_delay=76, md5=371da89e154eb1648f1d80bcbab0eb9c
Unknown Frame: size=22773, net_delay=63, decode_delay=3, encode_delay=11, total_delay=77, md5=5ccb650956d002c32775e2aa732ed352
Unknown Frame: size=23051, net_delay=61, decode_delay=3, encode_delay=11, total_delay=75, md5=aab0e55cc5ac8c604b76577fadff22e2
Unknown Frame: size=23115, net_delay=61, decode_delay=3, encode_delay=11, total_delay=75, md5=d0d32858818a35388d9534674e253d76
Unknown Frame: size=23298, net_delay=62, decode_delay=3, encode_delay=10, total_delay=75, md5=c9eb52d8b76b42216ec74c4ea1a36fb3
Unknown Frame: size=23630, net_delay=61, decode_delay=3, encode_delay=12, total_delay=76, md5=4a55ea1771f210afe532d1b25c7d4e55
Unknown Frame: size=23189, net_delay=61, decode_delay=3, encode_delay=11, total_delay=75, md5=c3ee0ff0cebff0d5494fd00589b35848
Unknown Frame: size=23016, net_delay=61, decode_delay=3, encode_delay=11, total_delay=75, md5=70950b297feec1d9b081cca6cb3f2ff8
Unknown Frame: size=24379, net_delay=60, decode_delay=3, encode_delay=12, total_delay=75, md5=3db8bb71c717fd16f3dad1714e7d3616
Unknown Frame: size=24485, net_delay=59, decode_delay=3, encode_delay=12, total_delay=74, md5=710206b62021020e53073f8e1d68f647
Unknown Frame: size=24393, net_delay=58, decode_delay=3, encode_delay=13, total_delay=74, md5=9c1e867ec755ddafe683702aadfaf42d
Unknown Frame: size=23713, net_delay=59, decode_delay=3, encode_delay=13, total_delay=75, md5=2f758c0e6fca0ff62d85b9b57a27b878
Unknown Frame: size=22918, net_delay=59, decode_delay=3, encode_delay=12, total_delay=74, md5=480cd387334232715d2d7a0d04264d18
Unknown Frame: size=23143, net_delay=58, decode_delay=3, encode_delay=12, total_delay=73, md5=f4b58c488716cecae3552f6f5acd7711
Unknown Frame: size=24510, net_delay=58, decode_delay=3, encode_delay=12, total_delay=73, md5=58a747c929cd195be1a755e0838fcc23
Unknown Frame: size=24395, net_delay=58, decode_delay=3, encode_delay=12, total_delay=73, md5=29b79be8a5fb6eb16d82c9afeac28640
Unknown Frame: size=24166, net_delay=57, decode_delay=3, encode_delay=12, total_delay=72, md5=95ce5facdd2c0ea878399386c461b887
Unknown Frame: size=23887, net_delay=57, decode_delay=3, encode_delay=12, total_delay=72, md5=a20d927caf55569a79874fb31087f52f
Unknown Frame: size=23293, net_delay=59, decode_delay=2, encode_delay=11, total_delay=72, md5=8bb7a2382085e3050afc293fd182afec
Unknown Frame: size=24769, net_delay=59, decode_delay=3, encode_delay=11, total_delay=73, md5=49e95b38064916cbb7cb15215a318f81
Unknown Frame: size=24755, net_delay=56, decode_delay=3, encode_delay=12, total_delay=71, md5=adf16f752e061670cae955caad44bc6c
Unknown Frame: size=24266, net_delay=58, decode_delay=3, encode_delay=12, total_delay=73, md5=077364e49198af942c6326cdd8c66d31
Unknown Frame: size=23738, net_delay=57, decode_delay=3, encode_delay=11, total_delay=71, md5=00f530339715ef9a5b65700ab91fff8a
Unknown Frame: size=23727, net_delay=57, decode_delay=3, encode_delay=12, total_delay=72, md5=9ada52122273b3f3c357eac957f321cb
Unknown Frame: size=23636, net_delay=57, decode_delay=3, encode_delay=11, total_delay=71, md5=50d555aadd66894d324d2dbf51b266ab
Unknown Frame: size=23990, net_delay=59, decode_delay=3, encode_delay=11, total_delay=73, md5=df6599e79ea673d65d9687d157a1dcd3
Unknown Frame: size=25148, net_delay=91, decode_delay=3, encode_delay=14, total_delay=108, md5=991671aa051d265151181ce409165820
Unknown Frame: size=24155, net_delay=127, decode_delay=3, encode_delay=13, total_delay=143, md5=0ebc7a247d2b72a44f1512e94087088f
Unknown Frame: size=23898, net_delay=162, decode_delay=3, encode_delay=13, total_delay=178, md5=e43d54746d50d3380298a71383ad667c
Unknown Frame: size=25318, net_delay=201, decode_delay=4, encode_delay=13, total_delay=218, md5=a862d9f1c1a9692b0d43bd9b0bad949e
Unknown Frame: size=24515, net_delay=242, decode_delay=3, encode_delay=12, total_delay=257, md5=552af849d6ec20e26412b21f39ce1699
Unknown Frame: size=24838, net_delay=277, decode_delay=3, encode_delay=12, total_delay=292, md5=308de2308d99c013913ccdffbd3ce16a
Unknown Frame: size=15697, net_delay=288, decode_delay=2, encode_delay=11, total_delay=301, md5=f621db51051a81c44442a71aeaedd18c
Unknown Frame: size=15341, net_delay=300, decode_delay=2, encode_delay=10, total_delay=312, md5=b9b3d4a4d301f8f5d15ed4dd55c462ee
Unknown Frame: size=14992, net_delay=311, decode_delay=2, encode_delay=9, total_delay=322, md5=6a5ad6fceaa19b3120f90fae43a0ac0a
Unknown Frame: size=15134, net_delay=316, decode_delay=2, encode_delay=11, total_delay=329, md5=8f39ba1b89f298bbe1045b6e9801ba04
Unknown Frame: size=15245, net_delay=327, decode_delay=3, encode_delay=10, total_delay=340, md5=07fcc5d301d7ed1b2048045286cb7f2a
Unknown Frame: size=14899, net_delay=338, decode_delay=3, encode_delay=10, total_delay=351, md5=1059d2b4bf249f10977350399a5a884a
Unknown Frame: size=13985, net_delay=345, decode_delay=2, encode_delay=11, total_delay=358, md5=43a8e681aea637dde28e5cd9dbe4f3d6
Unknown Frame: size=13462, net_delay=346, decode_delay=2, encode_delay=11, total_delay=359, md5=a5cfdf3e82da2bd5892d960fc33a691a
Unknown Frame: size=13659, net_delay=352, decode_delay=3, encode_delay=11, total_delay=366, md5=5c6829bdc3c44d1df31956e68c867573
Unknown Frame: size=13330, net_delay=355, decode_delay=2, encode_delay=11, total_delay=368, md5=ec1cbe159997ec171f1d6fdf471b3ddd
Unknown Frame: size=12712, net_delay=356, decode_delay=2, encode_delay=12, total_delay=370, md5=b833f3eee3f23aaeebee1c0932d35618
Unknown Frame: size=11828, net_delay=360, decode_delay=2, encode_delay=11, total_delay=373, md5=41fa53bcea84bfefb28b5c4b01b8e7ec
Unknown Frame: size=12254, net_delay=357, decode_delay=2, encode_delay=11, total_delay=370, md5=b9f4d4c45870fb8800fa41de74fba3a5
Unknown Frame: size=11610, net_delay=355, decode_delay=2, encode_delay=11, total_delay=368, md5=fded4e97dfa2046dfb6a5d835ed4e06c
Unknown Frame: size=11658, net_delay=358, decode_delay=3, encode_delay=10, total_delay=371, md5=195abc4b5e3bfef590821ef3038b0953
Unknown Frame: size=11119, net_delay=358, decode_delay=2, encode_delay=10, total_delay=370, md5=75a9ba6675f606fc696831318036be32
Unknown Frame: size=10855, net_delay=352, decode_delay=2, encode_delay=9, total_delay=363, md5=745fe3d387e8f3b11a5031788810880c
Unknown Frame: size=10688, net_delay=349, decode_delay=2, encode_delay=10, total_delay=361, md5=0da73119d37b3bd035413692603630ec
Unknown Frame: size=10926, net_delay=347, decode_delay=2, encode_delay=10, total_delay=359, md5=ae4bd40ca349450cd65a8384a8ff9bd6
Unknown Frame: size=10075, net_delay=342, decode_delay=2, encode_delay=9, total_delay=353, md5=0e7b8c6d2aac2e8eac6c6d1ed4688aed
Unknown Frame: size=9755, net_delay=337, decode_delay=2, encode_delay=10, total_delay=349, md5=f855dd4bd8a8decb8a957ad943a4d0e6
Unknown Frame: size=9673, net_delay=325, decode_delay=2, encode_delay=10, total_delay=337, md5=636a2f4a56d1cfaa511f916f10f7ba49
Unknown Frame: size=8942, net_delay=319, decode_delay=2, encode_delay=10, total_delay=331, md5=a7b91f4ffed2960b409b4a9288adee93
Unknown Frame: size=8622, net_delay=309, decode_delay=2, encode_delay=11, total_delay=322, md5=a900abe5d750342dd5244fc1a5f2e5bd
Unknown Frame: size=8836, net_delay=300, decode_delay=1, encode_delay=11, total_delay=312, md5=df4a10a2391f74b26cf9dcba1b1ef3a4
Unknown Frame: size=8378, net_delay=290, decode_delay=1, encode_delay=10, total_delay=301, md5=02457e7ab905fd654f065e75f5344b2b
Unknown Frame: size=8745, net_delay=280, decode_delay=2, encode_delay=9, total_delay=291, md5=6dc8736167d4f016b0a5385164c5f291
Unknown Frame: size=8773, net_delay=275, decode_delay=2, encode_delay=8, total_delay=285, md5=65f572a3fce0a14d9ac789fb7d424212
Unknown Frame: size=8499, net_delay=266, decode_delay=1, encode_delay=8, total_delay=275, md5=3319c61bf349498c3028afb55beb382f
Unknown Frame: size=8296, net_delay=255, decode_delay=2, encode_delay=8, total_delay=265, md5=66bc418e26e1d958ed664ac717dab976
Unknown Frame: size=8193, net_delay=242, decode_delay=1, encode_delay=7, total_delay=250, md5=9d775317e6cddd0e06574d0cba6ca554
Unknown Frame: size=8166, net_delay=231, decode_delay=2, encode_delay=7, total_delay=240, md5=e9f54c8ea81270c39966e5ca4c0645dc
Unknown Frame: size=8737, net_delay=222, decode_delay=1, encode_delay=8, total_delay=231, md5=f6cda6c47f7c55639ddaabd16ec754c9
Unknown Frame: size=8847, net_delay=216, decode_delay=2, encode_delay=7, total_delay=225, md5=078164e5e37bc0aec607ae6577b90262
Unknown Frame: size=7505, net_delay=202, decode_delay=2, encode_delay=7, total_delay=211, md5=7e774632268653ac811ddde67a512f89
Unknown Frame: size=8211, net_delay=191, decode_delay=2, encode_delay=7, total_delay=200, md5=919b6045cc7c21b322d135da2144caff
Unknown Frame: size=7908, net_delay=177, decode_delay=1, encode_delay=8, total_delay=186, md5=db5bfa4e178ec5eef3fc51d9114b855b
Unknown Frame: size=8541, net_delay=167, decode_delay=2, encode_delay=8, total_delay=177, md5=766c6441101dc7cedb9b2244f8d121f7
Unknown Frame: size=7883, net_delay=157, decode_delay=2, encode_delay=7, total_delay=166, md5=4780223996718c2d2f89f3df98b02865
Unknown Frame: size=8408, net_delay=149, decode_delay=2, encode_delay=8, total_delay=159, md5=bc60819ba758a188a8e74564567aa56e
Unknown Frame: size=7687, net_delay=150, decode_delay=2, encode_delay=7, total_delay=159, md5=21a845d4f402990a9022f4665094fefb
Unknown Frame: size=8109, net_delay=151, decode_delay=2, encode_delay=7, total_delay=160, md5=36c01e02ab20d7566e92f1ea52cb67e1
Unknown Frame: size=7896, net_delay=151, decode_delay=2, encode_delay=7, total_delay=160, md5=7b71139a6a4b7447d08c5e7e19857b1e
Unknown Frame: size=8456, net_delay=150, decode_delay=2, encode_delay=8, total_delay=160, md5=bf81f5c4b2a8a8515ef840a9fc1d8801
Unknown Frame: size=7182, net_delay=152, decode_delay=2, encode_delay=7, total_delay=161, md5=eb7c43b5cab4e59e40f17d5daaab3c03
Unknown Frame: size=8528, net_delay=151, decode_delay=2, encode_delay=7, total_delay=160, md5=d3c98db255e8e8a8f57c6bd70d89ad79
Unknown Frame: size=7060, net_delay=153, decode_delay=1, encode_delay=7, total_delay=161, md5=4a87fecb9470adc0441c2af3b1f12d42
Unknown Frame: size=7377, net_delay=152, decode_delay=1, encode_delay=7, total_delay=160, md5=be44971db60b27c6a552e6c34211d56b
Unknown Frame: size=7545, net_delay=151, decode_delay=2, encode_delay=7, total_delay=160, md5=27548db53a66ff02f6ebe6939b2ace57
Unknown Frame: size=8193, net_delay=151, decode_delay=2, encode_delay=7, total_delay=160, md5=2e3fa9c9ec0e7fb81d6589b272947fe0
Unknown Frame: size=7601, net_delay=151, decode_delay=1, encode_delay=7, total_delay=159, md5=9b0929fb8e5342e201468f148072f506
Unknown Frame: size=8676, net_delay=145, decode_delay=2, encode_delay=12, total_delay=159, md5=0b845b3f1d115de6ebce5d1c2fc7d559
Unknown Frame: size=7865, net_delay=148, decode_delay=1, encode_delay=9, total_delay=158, md5=2885f9fc75a1a37b55c44397e8894041
Unknown Frame: size=7903, net_delay=149, decode_delay=1, encode_delay=8, total_delay=158, md5=ce7df562d4985c2b890db6532c548aca
Unknown Frame: size=8034, net_delay=150, decode_delay=2, encode_delay=8, total_delay=160, md5=b7255f6d76bd6d7daeb41f4a401cca92
Unknown Frame: size=8250, net_delay=148, decode_delay=1, encode_delay=9, total_delay=158, md5=cd16a826be6c15201f1db71cf3d90050
Unknown Frame: size=8068, net_delay=148, decode_delay=2, encode_delay=9, total_delay=159, md5=cde1862e542c407e671787a47ac864a9
Unknown Frame: size=8198, net_delay=149, decode_delay=2, encode_delay=8, total_delay=159, md5=190321c54379ecb4079a8e8d3b0e187e
Unknown Frame: size=8381, net_delay=148, decode_delay=2, encode_delay=8, total_delay=158, md5=6d864f7d4c1b64e4dc2c546db0eaeca8
Unknown Frame: size=8822, net_delay=148, decode_delay=2, encode_delay=8, total_delay=158, md5=d45447d54f11ab9b455a20600311e2fb
Unknown Frame: size=8512, net_delay=149, decode_delay=2, encode_delay=8, total_delay=159, md5=cc16e72220a81cbf3ee5e35692369593
Unknown Frame: size=8581, net_delay=148, decode_delay=2, encode_delay=8, total_delay=158, md5=c42fcf05ceb30b7d5b6ef005da2e068a
Unknown Frame: size=7483, net_delay=148, decode_delay=2, encode_delay=7, total_delay=157, md5=fbde8b03df7be593bc2a6c45d352778c
Unknown Frame: size=8060, net_delay=148, decode_delay=2, encode_delay=8, total_delay=158, md5=85b177cbf201dbbde3e3823f496ebda3
Unknown Frame: size=8062, net_delay=147, decode_delay=2, encode_delay=8, total_delay=157, md5=dc029b0e2d04c9c98d6963b5d5bfad21
