Frame not received: Unknown Frame: size=1216, net_delay=None, decode_delay=None, encode_delay=31, total_delay=None, md5=993abbc10d44c5d4f3de68feb71fd377
Unknown Frame: size=13353, net_delay=119, decode_delay=3, encode_delay=10, total_delay=132, md5=4e3a351a023ef3c2105f79dc0dadf95d
Unknown Frame: size=12494, net_delay=121, decode_delay=3, encode_delay=9, total_delay=133, md5=d33146802f728ced009f1a64fe2c4eab
Unknown Frame: size=14054, net_delay=120, decode_delay=3, encode_delay=10, total_delay=133, md5=c453f80ee75531621e0241ef3d0f80f2
Unknown Frame: size=14318, net_delay=118, decode_delay=3, encode_delay=12, total_delay=133, md5=b501a1ab58814fd27446facf9799933e
Unknown Frame: size=13494, net_delay=116, decode_delay=3, encode_delay=11, total_delay=130, md5=6545ae9c171b4e0cafe32fdc0d82cdbb
Unknown Frame: size=13027, net_delay=117, decode_delay=3, encode_delay=10, total_delay=130, md5=e3300d94cf8593cae7e2e20830291146
Unknown Frame: size=13308, net_delay=121, decode_delay=3, encode_delay=8, total_delay=132, md5=5afd6377734afb96d2db95ceb4c33586
Unknown Frame: size=13934, net_delay=116, decode_delay=3, encode_delay=11, total_delay=130, md5=b11215bb553af998ecfe4b352898310e
Unknown Frame: size=13764, net_delay=115, decode_delay=3, encode_delay=12, total_delay=130, md5=5205dd13d21906040f318328c945efd1
Unknown Frame: size=12697, net_delay=115, decode_delay=3, encode_delay=10, total_delay=128, md5=fe5a8651a509c16c4a077a8a4b5ff575
Unknown Frame: size=12842, net_delay=114, decode_delay=3, encode_delay=11, total_delay=128, md5=b800f898c5357e1758f415cc882c57bc
Unknown Frame: size=13735, net_delay=113, decode_delay=3, encode_delay=12, total_delay=128, md5=54102a62d54527d8eb78b00f21b4203d
Unknown Frame: size=13083, net_delay=114, decode_delay=3, encode_delay=11, total_delay=128, md5=6a2f7523535aa290049e6ba625b3c921
Unknown Frame: size=13297, net_delay=113, decode_delay=3, encode_delay=11, total_delay=127, md5=c3a05f7e19013f87fd990456167b716d
Unknown Frame: size=12660, net_delay=115, decode_delay=3, encode_delay=9, total_delay=127, md5=34416d3a950feb2f77ba48224aa5aabc
Unknown Frame: size=14412, net_delay=112, decode_delay=3, encode_delay=11, total_delay=126, md5=d520ffb2b886c857570ddc293544bc3f
Unknown Frame: size=13498, net_delay=112, decode_delay=3, encode_delay=11, total_delay=126, md5=a7e8a5727b91088e2c76d881e32e7123
Unknown Frame: size=13785, net_delay=112, decode_delay=4, encode_delay=10, total_delay=126, md5=bcced74112c86bc37c10c306bc5a86b9
Unknown Frame: size=13626, net_delay=112, decode_delay=3, encode_delay=11, total_delay=126, md5=895211f870524fb0293857823526b8ae
Unknown Frame: size=13933, net_delay=111, decode_delay=3, encode_delay=11, total_delay=125, md5=12a4bac191a00bf06ea46ec44498872c
Unknown Frame: size=13703, net_delay=110, decode_delay=3, encode_delay=11, total_delay=124, md5=5793fba0084199e778770f84558086f5
Unknown Frame: size=13136, net_delay=111, decode_delay=3, encode_delay=11, total_delay=125, md5=638140036fe2fe252cb5cdb1cca3f74f
Unknown Frame: size=13856, net_delay=109, decode_delay=3, encode_delay=11, total_delay=123, md5=20710d995f81396aa152f6f176e01226
Unknown Frame: size=13049, net_delay=111, decode_delay=3, encode_delay=9, total_delay=123, md5=c4ff03b1560f308721c09daa2a824792
Unknown Frame: size=14232, net_delay=107, decode_delay=3, encode_delay=11, total_delay=121, md5=94942230d36fb46b54e0d8fb80dc6d1b
Unknown Frame: size=14016, net_delay=109, decode_delay=4, encode_delay=10, total_delay=123, md5=8eefc203b31d88de1cb6b226cb63e530
Unknown Frame: size=14066, net_delay=106, decode_delay=3, encode_delay=12, total_delay=121, md5=aebb733195078fc3a862ba5f91a1d978
Unknown Frame: size=13364, net_delay=106, decode_delay=3, encode_delay=12, total_delay=121, md5=532ef1fa171d06a8a6540c7b3042daf2
Unknown Frame: size=13076, net_delay=106, decode_delay=3, encode_delay=10, total_delay=119, md5=1d11010aaf666900c09165b10a42e0cd
Unknown Frame: size=13054, net_delay=110, decode_delay=3, encode_delay=8, total_delay=121, md5=cd1c205c75100cfce165658a86fc0ea1
Unknown Frame: size=14588, net_delay=106, decode_delay=3, encode_delay=11, total_delay=120, md5=9bd3164b0026b30fc24d9e67720bc4f6
Unknown Frame: size=14570, net_delay=105, decode_delay=3, encode_delay=11, total_delay=119, md5=453e5d220ee3c54d4e3a2a71ea1aeb87
Unknown Frame: size=13399, net_delay=105, decode_delay=3, encode_delay=11, total_delay=119, md5=de7705b56be4cd7c05f81140c96748cd
Unknown Frame: size=13491, net_delay=105, decode_delay=3, encode_delay=10, total_delay=118, md5=42f68a1d5d10cd54420182d991c97a7d
Unknown Frame: size=13700, net_delay=105, decode_delay=3, encode_delay=10, total_delay=118, md5=8a2defb2812972276c720fa1e51fc8a4
Unknown Frame: size=13757, net_delay=103, decode_delay=3, encode_delay=11, total_delay=117, md5=451e3696f3e51a48c1e35e0fa755313b
Unknown Frame: size=14432, net_delay=102, decode_delay=3, encode_delay=12, total_delay=117, md5=a083afda10c6f72f6a7f30c27210dffe
Unknown Frame: size=13923, net_delay=103, decode_delay=3, encode_delay=11, total_delay=117, md5=a2e72028767183e2d42071a03049c755
Unknown Frame: size=13155, net_delay=103, decode_delay=3, encode_delay=10, total_delay=116, md5=d7b5af91c60d08bb222e809233bcd8ba
Unknown Frame: size=13620, net_delay=102, decode_delay=3, encode_delay=11, total_delay=116, md5=e0f308e215d2382777a6540ba9d0ff9b
Unknown Frame: size=13319, net_delay=102, decode_delay=3, encode_delay=11, total_delay=116, md5=6291b5b57a594b48cf9f4d43efe54d25
Unknown Frame: size=14070, net_delay=102, decode_delay=3, encode_delay=11, total_delay=116, md5=4b1e1687c4ba968fd8e5272eb2abe8b4
Unknown Frame: size=14191, net_delay=101, decode_delay=3, encode_delay=11, total_delay=115, md5=f48187cd909e555e527ecd95c784b5f2
Unknown Frame: size=13055, net_delay=100, decode_delay=3, encode_delay=10, total_delay=113, md5=118179cd21180fe81377d72d2594d097
Unknown Frame: size=13894, net_delay=99, decode_delay=3, encode_delay=12, total_delay=114, md5=6a74764ccded3c040024ca40e8848990
Unknown Frame: size=13013, net_delay=100, decode_delay=2, encode_delay=12, total_delay=114, md5=13981e306f25778845d6898e5e732209
Unknown Frame: size=13961, net_delay=98, decode_delay=3, encode_delay=12, total_delay=113, md5=d20c3f9859814415f3dc97dea896b7b0
Unknown Frame: size=13315, net_delay=99, decode_delay=3, encode_delay=11, total_delay=113, md5=64c658386d58d9c90b46cac237e7d572
Unknown Frame: size=13989, net_delay=99, decode_delay=3, encode_delay=11, total_delay=113, md5=1bd5c98a2a50cf69f7c8cc42fea83d5d
Unknown Frame: size=13984, net_delay=98, decode_delay=3, encode_delay=10, total_delay=111, md5=7818284ea21922ce2c73960be1c8788a
Unknown Frame: size=13443, net_delay=97, decode_delay=3, encode_delay=11, total_delay=111, md5=66df6f0f0489ac39a28eacde9d49db6d
Unknown Frame: size=13649, net_delay=96, decode_delay=3, encode_delay=11, total_delay=110, md5=3e5d3fef091c041500f8b44a8dcc0d28
Unknown Frame: size=14136, net_delay=97, decode_delay=3, encode_delay=11, total_delay=111, md5=f4abe9fe671e967b126b0607508df0f1
Unknown Frame: size=13619, net_delay=97, decode_delay=3, encode_delay=11, total_delay=111, md5=f686d0caff2edf5565299e4927f2e9a6
Unknown Frame: size=14087, net_delay=96, decode_delay=3, encode_delay=11, total_delay=110, md5=ccb00aee236d87b222f8c05e274275ff
Unknown Frame: size=14414, net_delay=96, decode_delay=3, encode_delay=11, total_delay=110, md5=cdd5a713631f2c98762cf1954cb71510
Unknown Frame: size=13987, net_delay=96, decode_delay=3, encode_delay=12, total_delay=111, md5=6d4bd6e244944ffde8fe6028d6d722eb
Unknown Frame: size=14101, net_delay=95, decode_delay=3, encode_delay=11, total_delay=109, md5=d8fac845dea08d6b3ccc20abef7fc2bb
Unknown Frame: size=14064, net_delay=93, decode_delay=3, encode_delay=12, total_delay=108, md5=37699c477a65a7d6a22f9a5e3e612fc7
Unknown Frame: size=12954, net_delay=95, decode_delay=3, encode_delay=10, total_delay=108, md5=badb6ca737e00f2a179550cbdd6fdb37
Unknown Frame: size=13848, net_delay=92, decode_delay=3, encode_delay=12, total_delay=107, md5=9934cfeeea6aed72129f47beb898cadf
Unknown Frame: size=13781, net_delay=92, decode_delay=3, encode_delay=12, total_delay=107, md5=a3fb04007c0248c92fcea0f5bbbc0998
Unknown Frame: size=13704, net_delay=93, decode_delay=3, encode_delay=12, total_delay=108, md5=718b3b132c60182f124fab4a05ba21b3
Unknown Frame: size=13681, net_delay=94, decode_delay=2, encode_delay=11, total_delay=107, md5=5d202f670444e9ec00c3ccb7f86fefb3
Unknown Frame: size=13956, net_delay=92, decode_delay=3, encode_delay=12, total_delay=107, md5=361319928dd98d029ad0ccff8d6e4bfb
Unknown Frame: size=13722, net_delay=92, decode_delay=3, encode_delay=11, total_delay=106, md5=78856b749fc649c76f7687f3599ad59e
Unknown Frame: size=14154, net_delay=92, decode_delay=3, encode_delay=11, total_delay=106, md5=7656a19b9da55910d188cf32dfd8598f
Unknown Frame: size=13605, net_delay=92, decode_delay=3, encode_delay=10, total_delay=105, md5=69663fdaee0c544fe81c7981a296b643
Unknown Frame: size=14052, net_delay=92, decode_delay=3, encode_delay=10, total_delay=105, md5=1c0080e284de9a0d7bb65dca73907643
Unknown Frame: size=13308, net_delay=92, decode_delay=3, encode_delay=10, total_delay=105, md5=fbd4457accf02f0ad1a0f58869345cec
Unknown Frame: size=13574, net_delay=91, decode_delay=3, encode_delay=11, total_delay=105, md5=eaeda8327cef75ef5c7a4241210c256d
Unknown Frame: size=13921, net_delay=90, decode_delay=3, encode_delay=11, total_delay=104, md5=395feb5da47a607145bed4a1ef4b56c7
Unknown Frame: size=13572, net_delay=89, decode_delay=3, encode_delay=11, total_delay=103, md5=76cbd9fea5f864a02dcadfd7820bf1b0
Unknown Frame: size=13189, net_delay=91, decode_delay=3, encode_delay=9, total_delay=103, md5=0ba0f691f1eb7dd8139db382cf038a31
Unknown Frame: size=14479, net_delay=91, decode_delay=3, encode_delay=10, total_delay=104, md5=a168e77f9ec873e0efe6b47c3f9aa23f
Unknown Frame: size=14247, net_delay=90, decode_delay=3, encode_delay=10, total_delay=103, md5=0a4675aa677a9ec6205daf980a3a07f3
Unknown Frame: size=13719, net_delay=90, decode_delay=3, encode_delay=9, total_delay=102, md5=25b034c5eb092c6f022293de6db35a87
Unknown Frame: size=13498, net_delay=89, decode_delay=3, encode_delay=10, total_delay=102, md5=1a09af99608d67de101d00967faea5fd
Unknown Frame: size=13724, net_delay=90, decode_delay=3, encode_delay=9, total_delay=102, md5=a209fa874d6f215bffbedc5bbccff017
Unknown Frame: size=13378, net_delay=89, decode_delay=2, encode_delay=9, total_delay=100, md5=c75496933cda6b14db18f1698fe99093
Unknown Frame: size=13457, net_delay=89, decode_delay=3, encode_delay=9, total_delay=101, md5=5654597659a7d8b0cd555aba32cd16af
Unknown Frame: size=13773, net_delay=89, decode_delay=3, encode_delay=9, total_delay=101, md5=79bc4dd7924ed81bec795302ce3cbdba
Unknown Frame: size=13240, net_delay=89, decode_delay=2, encode_delay=9, total_delay=100, md5=095eae7b71ba5e93d57196db8abadeff
Unknown Frame: size=14162, net_delay=89, decode_delay=3, encode_delay=9, total_delay=101, md5=d0d6ef2d52ede59c47b1a542f0ec9752
Unknown Frame: size=14149, net_delay=85, decode_delay=3, encode_delay=12, total_delay=100, md5=94558c9f46958fee6c28c65a4ec59c8f
Unknown Frame: size=13399, net_delay=84, decode_delay=3, encode_delay=12, total_delay=99, md5=2dc95d67ee8f88b046c845f17496572c
Unknown Frame: size=13649, net_delay=83, decode_delay=3, encode_delay=13, total_delay=99, md5=75ebdbc288400c1064bd9567aa9310ad
Unknown Frame: size=14152, net_delay=84, decode_delay=3, encode_delay=12, total_delay=99, md5=53af9614a43dc907b501a52e85162b57
Unknown Frame: size=13466, net_delay=85, decode_delay=3, encode_delay=11, total_delay=99, md5=4334dbc41f277fbe62688c7522c24b9b
Unknown Frame: size=13474, net_delay=85, decode_delay=3, encode_delay=11, total_delay=99, md5=3a605a16041c6bfbce0e625815dc54e9
Unknown Frame: size=13788, net_delay=86, decode_delay=3, encode_delay=10, total_delay=99, md5=d15c8340d0240be8e0510f4b5cb3e8fa
Unknown Frame: size=14275, net_delay=85, decode_delay=3, encode_delay=11, total_delay=99, md5=d0136fb834fb75f61d2229e4735755a0
Unknown Frame: size=13725, net_delay=84, decode_delay=3, encode_delay=10, total_delay=97, md5=295834a73b81f6ec98affeeb16828f8b
Unknown Frame: size=13643, net_delay=83, decode_delay=3, encode_delay=11, total_delay=97, md5=57009a539037d809db48f81ec7ff542e
Unknown Frame: size=14199, net_delay=83, decode_delay=3, encode_delay=11, total_delay=97, md5=26c93b3f7e63d80c89ba2bbf3fe5d958
Unknown Frame: size=13642, net_delay=83, decode_delay=3, encode_delay=11, total_delay=97, md5=887a8a7fb5517f8e254acae228eba6e2
Unknown Frame: size=14348, net_delay=85, decode_delay=3, encode_delay=10, total_delay=98, md5=7e074e0c72f97fb854b85c1ed7c360af
Unknown Frame: size=14420, net_delay=83, decode_delay=3, encode_delay=11, total_delay=97, md5=2340db379119a8d22f3821692088a5e0
Unknown Frame: size=14374, net_delay=83, decode_delay=3, encode_delay=11, total_delay=97, md5=3beaa0d4f358ca70e794b98d57929ce5
Unknown Frame: size=14067, net_delay=81, decode_delay=4, encode_delay=12, total_delay=97, md5=5f89718e7b77f646cc4d0a63930cdf53
Unknown Frame: size=14233, net_delay=80, decode_delay=3, encode_delay=13, total_delay=96, md5=15ea821e8a70810128fa014398e4a708
Unknown Frame: size=13625, net_delay=81, decode_delay=3, encode_delay=11, total_delay=95, md5=0ce8ad6951bfe2f452715c4e7a434cd0
Unknown Frame: size=14024, net_delay=81, decode_delay=3, encode_delay=11, total_delay=95, md5=537247f2d203efe2a65bb23df0febf38
Unknown Frame: size=14213, net_delay=81, decode_delay=4, encode_delay=12, total_delay=97, md5=ef53c3ed926d15536fb65060a72c024c
Unknown Frame: size=14243, net_delay=81, decode_delay=3, encode_delay=12, total_delay=96, md5=22d4ae83410c7be951b12059e0c19ad6
Unknown Frame: size=13373, net_delay=82, decode_delay=3, encode_delay=10, total_delay=95, md5=036b7706c372c48adc4de30e3379f624
Unknown Frame: size=14268, net_delay=81, decode_delay=3, encode_delay=11, total_delay=95, md5=21c9128d1183aa531514fa5fcfb5141d
Unknown Frame: size=14117, net_delay=81, decode_delay=3, encode_delay=10, total_delay=94, md5=d1ba6b1a96963c4beae77b71d74d3d23
Unknown Frame: size=14158, net_delay=81, decode_delay=3, encode_delay=11, total_delay=95, md5=203a96abbd7f81305caaf64d289b5431
Unknown Frame: size=14373, net_delay=79, decode_delay=3, encode_delay=11, total_delay=93, md5=bba18c099d2e6f6f52bb9677379ab0ff
Unknown Frame: size=14061, net_delay=79, decode_delay=4, encode_delay=11, total_delay=94, md5=1cdffb133b214f491dc2c2bf6b5d14de
Unknown Frame: size=13667, net_delay=79, decode_delay=3, encode_delay=11, total_delay=93, md5=8fff78eb6a2dcf3f9076b3c8741c6085
Unknown Frame: size=13685, net_delay=80, decode_delay=3, encode_delay=10, total_delay=93, md5=281e35c747492d05b7b6803a46b5156c
Unknown Frame: size=13851, net_delay=79, decode_delay=3, encode_delay=10, total_delay=92, md5=848d03ebb9542963157037c8a89ef4f2
Unknown Frame: size=14164, net_delay=79, decode_delay=4, encode_delay=10, total_delay=93, md5=57931da479f8c9b7da294d9a12e38201
Unknown Frame: size=14257, net_delay=77, decode_delay=3, encode_delay=12, total_delay=92, md5=bd07ea7204540b5e66642addf8e79f57
Unknown Frame: size=14154, net_delay=77, decode_delay=3, encode_delay=12, total_delay=92, md5=27457f6c043c35dcec53b6d27d8c54c4
Unknown Frame: size=14084, net_delay=78, decode_delay=3, encode_delay=12, total_delay=93, md5=4cf675a71c2d2f4e748166e19316e099
Unknown Frame: size=14198, net_delay=76, decode_delay=3, encode_delay=13, total_delay=92, md5=3bda9cbce67188e864591f479d4dc938
Unknown Frame: size=14045, net_delay=79, decode_delay=3, encode_delay=11, total_delay=93, md5=9d844e5349b10f0933e63335d9503992
Unknown Frame: size=14344, net_delay=79, decode_delay=3, encode_delay=11, total_delay=93, md5=a62e88948fffb2cf8978b41efcabdd94
Unknown Frame: size=13708, net_delay=79, decode_delay=4, encode_delay=11, total_delay=94, md5=a65eafd4b858b375ac95f48087c3ba7f
Unknown Frame: size=13897, net_delay=78, decode_delay=3, encode_delay=11, total_delay=92, md5=b09e44286a79b0e44b1dcf2f04ab9c09
Unknown Frame: size=13888, net_delay=84, decode_delay=3, encode_delay=10, total_delay=97, md5=024bd2e62f1469d67bc3a210658d5ee3
Unknown Frame: size=14329, net_delay=90, decode_delay=3, encode_delay=10, total_delay=103, md5=9c8851c08e67959ec188b916380c90b7
Unknown Frame: size=14623, net_delay=96, decode_delay=4, encode_delay=11, total_delay=111, md5=cf8b0781d857a93a22079f944bb79d64
Unknown Frame: size=14842, net_delay=107, decode_delay=4, encode_delay=10, total_delay=121, md5=75f6b5716411ba03a815fd5d7068a2b1
Unknown Frame: size=14517, net_delay=111, decode_delay=3, encode_delay=12, total_delay=126, md5=e76b503afff8129a5246eb21ae76ef9d
Unknown Frame: size=13957, net_delay=121, decode_delay=3, encode_delay=10, total_delay=134, md5=9906c4b5c2d2419056a4e01b86b0c0c9
Unknown Frame: size=14073, net_delay=126, decode_delay=3, encode_delay=11, total_delay=140, md5=011711f8e45dfcc80b7abc623a752e3e
Unknown Frame: size=14508, net_delay=131, decode_delay=3, encode_delay=12, total_delay=146, md5=bf86884368d8ff7696b13c3fadf8bc85
Unknown Frame: size=11032, net_delay=130, decode_delay=3, encode_delay=11, total_delay=144, md5=ec418aed422ef44d1da27d18d54a7130
Unknown Frame: size=10757, net_delay=129, decode_delay=3, encode_delay=11, total_delay=143, md5=d0ce454bd17ab2e42be9ab7b8aff6bd4
Unknown Frame: size=11179, net_delay=127, decode_delay=3, encode_delay=11, total_delay=141, md5=9dc74d1bd52ebec648234f8045ac67c3
Unknown Frame: size=10504, net_delay=124, decode_delay=2, encode_delay=10, total_delay=136, md5=94c67f6956df71b7ab6802f7e2f016ff
Unknown Frame: size=10334, net_delay=116, decode_delay=2, encode_delay=10, total_delay=128, md5=24dd4d2e8adf4df2d34d6971515f63ba
Unknown Frame: size=10951, net_delay=114, decode_delay=3, encode_delay=10, total_delay=127, md5=e40d1adf5cc70a4a6447891bb5403483
Unknown Frame: size=10516, net_delay=110, decode_delay=3, encode_delay=9, total_delay=122, md5=7e71bcd4611e9c75c378c80ef2a32e97
Unknown Frame: size=10785, net_delay=108, decode_delay=3, encode_delay=9, total_delay=120, md5=b0a927f49588e4af92397303c984126d
Unknown Frame: size=11182, net_delay=106, decode_delay=3, encode_delay=10, total_delay=119, md5=ce99f66367c2e5bdc04b06b29afdb9d5
Unknown Frame: size=10679, net_delay=104, decode_delay=4, encode_delay=10, total_delay=118, md5=b3caae9e903d943e12d87d9fb305566f
Unknown Frame: size=10400, net_delay=98, decode_delay=3, encode_delay=10, total_delay=111, md5=e8924de6df4235b2f46ebcec7e698658
Unknown Frame: size=10370, net_delay=93, decode_delay=2, encode_delay=11, total_delay=106, md5=3a5ac78275d803c26151ada09fe1b1c5
Unknown Frame: size=10594, net_delay=90, decode_delay=3, encode_delay=11, total_delay=104, md5=7609afb5ea4bbe66463e5cb8aae19490
Unknown Frame: size=10106, net_delay=88, decode_delay=2, encode_delay=11, total_delay=101, md5=0885dbf32f80fcab2859d7b43f448a9f
Unknown Frame: size=10383, net_delay=88, decode_delay=3, encode_delay=11, total_delay=102, md5=f3bb1984b1dfc42f67f1f9c4ff81db23
Unknown Frame: size=9870, net_delay=89, decode_delay=2, encode_delay=11, total_delay=102, md5=c67686a65aec7d45af1c8adae99f4b35
Unknown Frame: size=10047, net_delay=91, decode_delay=3, encode_delay=9, total_delay=103, md5=cdfb5def7ae32d2e845f69731a8e8aff
Unknown Frame: size=10305, net_delay=91, decode_delay=3, encode_delay=9, total_delay=103, md5=de7a35683726b35b039f45f55d41c3ad
Unknown Frame: size=10004, net_delay=93, decode_delay=2, encode_delay=8, total_delay=103, md5=9b2ea69bad4089975d949f3accb24314
Unknown Frame: size=9851, net_delay=92, decode_delay=3, encode_delay=8, total_delay=103, md5=ef14ebd680dd79bdd3c61346fe261d9c
Unknown Frame: size=9602, net_delay=92, decode_delay=2, encode_delay=8, total_delay=102, md5=c97333aff6f5709d53c3ef7dc315fb84
Unknown Frame: size=9875, net_delay=93, decode_delay=2, encode_delay=7, total_delay=102, md5=effb52992b96f4538b57c802af61cde4
Unknown Frame: size=10082, net_delay=93, decode_delay=2, encode_delay=7, total_delay=102, md5=07e605e4a3e5cb78ea970a54acb24548
Unknown Frame: size=9715, net_delay=92, decode_delay=3, encode_delay=8, total_delay=103, md5=ace05dfe7e282a0a8af35c31a05932e4
Unknown Frame: size=10054, net_delay=93, decode_delay=2, encode_delay=7, total_delay=102, md5=5a18a91fe797e69da39cd35b49426963
Unknown Frame: size=9257, net_delay=93, decode_delay=2, encode_delay=8, total_delay=103, md5=13fbac0a0e526f47631939e8b2147167
Unknown Frame: size=9672, net_delay=93, decode_delay=3, encode_delay=7, total_delay=103, md5=d918039883d5eb124efe3d89d27d06f5
Unknown Frame: size=10612, net_delay=91, decode_delay=2, encode_delay=8, total_delay=101, md5=0acbe7686ea84a2bd425bce8e77b70cd
Unknown Frame: size=9282, net_delay=93, decode_delay=2, encode_delay=7, total_delay=102, md5=33f555dad48bbe2ee9da03f599b7fe42
Unknown Frame: size=9604, net_delay=93, decode_delay=2, encode_delay=7, total_delay=102, md5=7f04dbc2795ed8771303dea2b4fc3873
Unknown Frame: size=9257, net_delay=93, decode_delay=2, encode_delay=8, total_delay=103, md5=e9de2889df3c91ff61e1559f1ad0766a
Unknown Frame: size=10470, net_delay=91, decode_delay=2, encode_delay=8, total_delay=101, md5=16597996efde64ca34332375ecce3c12
Unknown Frame: size=10428, net_delay=91, decode_delay=3, encode_delay=8, total_delay=102, md5=827d9505acf1fa910ef14dd99670cbfe
Unknown Frame: size=8266, net_delay=92, decode_delay=2, encode_delay=7, total_delay=101, md5=761ab0eb54c5c1e951cef9b08df8bc28
Unknown Frame: size=9046, net_delay=92, decode_delay=2, encode_delay=8, total_delay=102, md5=5a817e7d1e12eabd14298a08dd59a954
Unknown Frame: size=9374, net_delay=92, decode_delay=2, encode_delay=8, total_delay=102, md5=ea39487321b3c367b1048a94cfde6961
Unknown Frame: size=7501, net_delay=92, decode_delay=2, encode_delay=7, total_delay=101, md5=06e03981d7878a4aa76b3570bf8150dc
Unknown Frame: size=9756, net_delay=92, decode_delay=2, encode_delay=7, total_delay=101, md5=883890f859a1d1e5ed7727734db7d0fe
Unknown Frame: size=9831, net_delay=92, decode_delay=2, encode_delay=7, total_delay=101, md5=4ae0f2456527b704d40b9a89e2e147c0
Unknown Frame: size=10346, net_delay=91, decode_delay=3, encode_delay=8, total_delay=102, md5=4bf73396d132419cec69bea2f7f0f0ef
Unknown Frame: size=8019, net_delay=92, decode_delay=2, encode_delay=7, total_delay=101, md5=db7c0f76e3ac8c017576b7018d2de67e
Unknown Frame: size=10789, net_delay=86, decode_delay=3, encode_delay=12, total_delay=101, md5=a971ecf91343ab4e3e07a6dab7c146b8
Unknown Frame: size=9440, net_delay=91, decode_delay=2, encode_delay=9, total_delay=102, md5=c168b679962d6ced2ba05177f2910e41
Unknown Frame: size=9868, net_delay=90, decode_delay=3, encode_delay=9, total_delay=102, md5=0a736e15975d3bb9430aa2b29b9335b8
Unknown Frame: size=9867, net_delay=91, decode_delay=2, encode_delay=8, total_delay=101, md5=01593c884e2e97b8b235f320e3da1234
Unknown Frame: size=10058, net_delay=91, decode_delay=2, encode_delay=8, total_delay=101, md5=56222530a9f5a2ea5dfece7c06394363
Unknown Frame: size=9966, net_delay=91, decode_delay=3, encode_delay=8, total_delay=102, md5=d6ed22947d78ea0b1d4aabe51e6c8486
Unknown Frame: size=10201, net_delay=90, decode_delay=3, encode_delay=8, total_delay=101, md5=eee316e34de200a84cee652d6e1a2e1d
Unknown Frame: size=10931, net_delay=90, decode_delay=3, encode_delay=8, total_delay=101, md5=73c3e0313e9a85ee2325ea2bf80b164e
Unknown Frame: size=9317, net_delay=90, decode_delay=2, encode_delay=9, total_delay=101, md5=fab0c06bee7e1f90420e588ae937cfd5
Unknown Frame: size=10102, net_delay=91, decode_delay=2, encode_delay=8, total_delay=101, md5=5fe367ef631b298c8eefb2fbc7d08a5c
Unknown Frame: size=9657, net_delay=90, decode_delay=2, encode_delay=8, total_delay=100, md5=abcb7d6891ec976a9a612098dbdc841d
Unknown Frame: size=10429, net_delay=90, decode_delay=3, encode_delay=9, total_delay=102, md5=ff60c4fe96d1cacaa782b7c7a1398fc9
Unknown Frame: size=10358, net_delay=90, decode_delay=2, encode_delay=8, total_delay=100, md5=c3e2299a24cf476fe2bd863f848cd818
Unknown Frame: size=9534, net_delay=89, decode_delay=3, encode_delay=8, total_delay=100, md5=ed8825d4aa5a8b42a300a4ce2bfad100
Unknown Frame: size=10378, net_delay=91, decode_delay=2, encode_delay=8, total_delay=101, md5=457bf62f76d966ec8cd8ee832887c20b
Unknown Frame: size=10132, net_delay=89, decode_delay=2, encode_delay=9, total_delay=100, md5=e5947d529fc3f1684c4fae917d96953c
Unknown Frame: size=10042, net_delay=89, decode_delay=2, encode_delay=9, total_delay=100, md5=f8400046a4462535ed71990d2c60bb12
Unknown Frame: size=9870, net_delay=89, decode_delay=2, encode_delay=8, total_delay=99, md5=311e8c5c506edfd0b6da424af288941a
Unknown Frame: size=9779, net_delay=89, decode_delay=2, encode_delay=8, total_delay=99, md5=04667c031633a08a1759dd475d9fcc28
Unknown Frame: size=10832, net_delay=88, decode_delay=2, encode_delay=9, total_delay=99, md5=31e10ccef64b086944614bc451a7b029
Unknown Frame: size=9087, net_delay=88, decode_delay=3, encode_delay=9, total_delay=100, md5=ff4d20762e82b4879eb87aa1507fd1f6
Unknown Frame: size=9991, net_delay=89, decode_delay=3, encode_delay=8, total_delay=100, md5=aa68dcc5d52988c6ca35859f5198d7b6
Unknown Frame: size=9902, net_delay=89, decode_delay=3, encode_delay=8, total_delay=100, md5=88b93e66b92cd73e9432348e1bf78f5c
Unknown Frame: size=10540, net_delay=88, decode_delay=2, encode_delay=9, total_delay=99, md5=fd34461c7ae6f38da8fe300bbe53de6b
Unknown Frame: size=9342, net_delay=89, decode_delay=2, encode_delay=9, total_delay=100, md5=ade96786d370088c058e2153b5c24660
Unknown Frame: size=9908, net_delay=89, decode_delay=2, encode_delay=8, total_delay=99, md5=762b757ac67220e75e314beb25ef8ccf
Unknown Frame: size=10337, net_delay=89, decode_delay=2, encode_delay=8, total_delay=99, md5=6120d74040a7130a5722f72da78c1be3
Unknown Frame: size=10259, net_delay=88, decode_delay=3, encode_delay=8, total_delay=99, md5=22e94227dbb74b7248273dbcdb64f735
Unknown Frame: size=9246, net_delay=87, decode_delay=3, encode_delay=9, total_delay=99, md5=821edaf1aa6aaf7ed0d08878b39f208c
Unknown Frame: size=9306, net_delay=87, decode_delay=2, encode_delay=9, total_delay=98, md5=0cc67bbee734ccee222d3bc003467f55
Unknown Frame: size=10336, net_delay=88, decode_delay=3, encode_delay=9, total_delay=100, md5=1fce9e58b69654ab5bae38ad5fbde3f5
Unknown Frame: size=9596, net_delay=88, decode_delay=2, encode_delay=8, total_delay=98, md5=3c5495a759e90f203ee4fff349b44473
