Frame not received: Unknown Frame: size=41216, net_delay=None, decode_delay=None, encode_delay=38, total_delay=None, md5=4e97ea269d9c3787edd1e943eb9944a2
Unknown Frame: size=10530, net_delay=175, decode_delay=3, encode_delay=10, total_delay=188, md5=03d435013aaf4a0ccc057cc10c2ef544
Unknown Frame: size=13187, net_delay=173, decode_delay=3, encode_delay=11, total_delay=187, md5=8912d6d1de9f7d661b2ad21576dc9c6c
Unknown Frame: size=8502, net_delay=175, decode_delay=3, encode_delay=8, total_delay=186, md5=34d001dc051c2221c3a946368ab058db
Unknown Frame: size=10442, net_delay=172, decode_delay=2, encode_delay=10, total_delay=184, md5=552040059b93fbda85d6d3e5a7180ebb
Unknown Frame: size=8126, net_delay=173, decode_delay=2, encode_delay=9, total_delay=184, md5=dc9b560d063f68e44472c7bd596fc299
Unknown Frame: size=10522, net_delay=171, decode_delay=3, encode_delay=10, total_delay=184, md5=ac0ef468900f2055e59d80e738e81600
Unknown Frame: size=13385, net_delay=171, decode_delay=3, encode_delay=10, total_delay=184, md5=d3f52ede48e3448e429cfee60a699326
Unknown Frame: size=11940, net_delay=169, decode_delay=3, encode_delay=11, total_delay=183, md5=d9edc61e06ea2a3fd892e8e055373af9
Unknown Frame: size=18228, net_delay=166, decode_delay=4, encode_delay=13, total_delay=183, md5=194278b0bfa4bb2926103cb778aa2dca
Unknown Frame: size=8646, net_delay=169, decode_delay=2, encode_delay=10, total_delay=181, md5=b7b5c384075831f3e1676a6cdabf916d
Unknown Frame: size=14460, net_delay=169, decode_delay=3, encode_delay=9, total_delay=181, md5=e3eb6269462c599bfc6919df5c3cc9b4
Unknown Frame: size=11333, net_delay=167, decode_delay=3, encode_delay=10, total_delay=180, md5=e53de2d95aebbd83776713c02005b37c
Unknown Frame: size=12497, net_delay=167, decode_delay=3, encode_delay=10, total_delay=180, md5=fcdc5f40bb6d74b2977e3d317b36694e
Unknown Frame: size=9423, net_delay=167, decode_delay=3, encode_delay=9, total_delay=179, md5=8e98680010caeb01087cbc2e1c0ca3fb
Unknown Frame: size=11145, net_delay=164, decode_delay=3, encode_delay=11, total_delay=178, md5=de631eaaaf891b12e32850f8266bdf4d
Unknown Frame: size=10080, net_delay=165, decode_delay=3, encode_delay=10, total_delay=178, md5=ae98a7f55433e4bd943b8b6ede7ce0f3
Unknown Frame: size=11945, net_delay=164, decode_delay=3, encode_delay=10, total_delay=177, md5=2234e0c16576e7d0358d3eb699832ef4
Unknown Frame: size=8841, net_delay=163, decode_delay=2, encode_delay=9, total_delay=174, md5=06ca2ffd75cb3c2fb19c2b5ab09e7bd6
Unknown Frame: size=11370, net_delay=162, decode_delay=3, encode_delay=10, total_delay=175, md5=f78d3ca628075038854dfec4aac14d9d
Unknown Frame: size=11290, net_delay=163, decode_delay=2, encode_delay=9, total_delay=174, md5=db7f8ddf4a8b950d8d434503bf0a702a
Unknown Frame: size=10010, net_delay=162, decode_delay=3, encode_delay=9, total_delay=174, md5=eba51c439fac6641b92cdb78674f54d1
Unknown Frame: size=16843, net_delay=158, decode_delay=4, encode_delay=13, total_delay=175, md5=c5ac09a983af480c865d1b89113a968f
Unknown Frame: size=7481, net_delay=164, decode_delay=2, encode_delay=7, total_delay=173, md5=54710c9cd5bd7340773065900e9ed8ba
Unknown Frame: size=16548, net_delay=158, decode_delay=3, encode_delay=13, total_delay=174, md5=a3b3f4b3b730a3d6ef488f84e80c2f43
Unknown Frame: size=16579, net_delay=157, decode_delay=3, encode_delay=13, total_delay=173, md5=d22e1bf54024983fabcb581c158bfce7
Unknown Frame: size=9049, net_delay=157, decode_delay=3, encode_delay=11, total_delay=171, md5=32b6f3fbdd5d8e2507336f461a17b8e3
Unknown Frame: size=10588, net_delay=159, decode_delay=3, encode_delay=10, total_delay=172, md5=4583cccd29a7c6e34cf39ec68c3e5265
Unknown Frame: size=11075, net_delay=158, decode_delay=3, encode_delay=10, total_delay=171, md5=8f2e09167253c1bae230bb2e2d9b7bab
Unknown Frame: size=21343, net_delay=157, decode_delay=4, encode_delay=10, total_delay=171, md5=8476af739036b2dcf1ac99e7737a8a80
Unknown Frame: size=7167, net_delay=158, decode_delay=2, encode_delay=9, total_delay=169, md5=b4010ad606558596d55a49e2d82a1b7d
Unknown Frame: size=13456, net_delay=155, decode_delay=3, encode_delay=12, total_delay=170, md5=698fb96621bdeab45651a4c85a0f7c29
Unknown Frame: size=10723, net_delay=156, decode_delay=3, encode_delay=10, total_delay=169, md5=11d72938c637d9e0876329a19f2c918e
Unknown Frame: size=10096, net_delay=155, decode_delay=3, encode_delay=10, total_delay=168, md5=13ff1648ebce40210fa50c0f181cbbed
Unknown Frame: size=7906, net_delay=159, decode_delay=2, encode_delay=7, total_delay=168, md5=b3cbcd1ecf0d3c0342df86151dd2a070
Unknown Frame: size=11693, net_delay=155, decode_delay=3, encode_delay=10, total_delay=168, md5=ccdc5ea05e077b30681866402a6aa7b6
Unknown Frame: size=17549, net_delay=154, decode_delay=3, encode_delay=12, total_delay=169, md5=3848017baec4214a60f0d92ed3d07a78
Unknown Frame: size=12997, net_delay=154, decode_delay=3, encode_delay=11, total_delay=168, md5=be6e2a77d7aaae89bd372899600280bb
Unknown Frame: size=12467, net_delay=154, decode_delay=3, encode_delay=11, total_delay=168, md5=b2faed433c551b51a50352c46858af35
Unknown Frame: size=17520, net_delay=151, decode_delay=3, encode_delay=13, total_delay=167, md5=4d980f48d42bb808a70a5eb0e2bdf66b
Unknown Frame: size=16490, net_delay=150, decode_delay=4, encode_delay=12, total_delay=166, md5=203de8ef00c38910c9530dcfb70f1a41
Unknown Frame: size=10169, net_delay=152, decode_delay=3, encode_delay=10, total_delay=165, md5=a2b75378be481961aa89b8aac772f083
Unknown Frame: size=17242, net_delay=151, decode_delay=4, encode_delay=10, total_delay=165, md5=29f1f0c6730af096951dcb2ef6cec6b3
Unknown Frame: size=8658, net_delay=152, decode_delay=2, encode_delay=9, total_delay=163, md5=1c2312fbecaa9c3d413c0286b62a2baf
Unknown Frame: size=10256, net_delay=150, decode_delay=3, encode_delay=10, total_delay=163, md5=1d7074e8bc5c577f5057fa85ce2a05d9
Unknown Frame: size=9382, net_delay=150, decode_delay=3, encode_delay=9, total_delay=162, md5=314fffac22e2f703d24bb403c9916ce9
Unknown Frame: size=9442, net_delay=150, decode_delay=3, encode_delay=9, total_delay=162, md5=ccf69b02eaffcc308361845642996328
Unknown Frame: size=10164, net_delay=150, decode_delay=3, encode_delay=9, total_delay=162, md5=6f45d49f3309f754161e7143d0fff2a6
Unknown Frame: size=11702, net_delay=147, decode_delay=3, encode_delay=11, total_delay=161, md5=5e8e0ca2da57a38aef955d2987b9696a
Unknown Frame: size=12141, net_delay=147, decode_delay=3, encode_delay=11, total_delay=161, md5=46d728c0c47635f19296a706ff9e4860
Unknown Frame: size=11648, net_delay=146, decode_delay=3, encode_delay=11, total_delay=160, md5=63c368649ac77f4fbbbca1429e36176c
Unknown Frame: size=13981, net_delay=147, decode_delay=3, encode_delay=10, total_delay=160, md5=b311068664248371d6a674bba1a6f77a
Unknown Frame: size=13107, net_delay=144, decode_delay=3, encode_delay=11, total_delay=158, md5=85e1f46cf526604349c35356d9ad97dd
Unknown Frame: size=14021, net_delay=146, decode_delay=3, encode_delay=11, total_delay=160, md5=a73e504682d41e34524af13aa982735e
Unknown Frame: size=16947, net_delay=143, decode_delay=4, encode_delay=12, total_delay=159, md5=8a760cf45b92c03f1dbdc9910495b9b6
Unknown Frame: size=14513, net_delay=143, decode_delay=3, encode_delay=12, total_delay=158, md5=dcae7d91af178b4dcbf9ceb41045d64e
Unknown Frame: size=11426, net_delay=144, decode_delay=3, encode_delay=10, total_delay=157, md5=8e3559e589fec1179a9f25a00b0d485d
Unknown Frame: size=10037, net_delay=145, decode_delay=2, encode_delay=8, total_delay=155, md5=25995e5228ef6debf3f7f551b0786ad6
Unknown Frame: size=11707, net_delay=143, decode_delay=3, encode_delay=10, total_delay=156, md5=13a5b753ecfddfa2e8db753f9c3aa65d
Unknown Frame: size=12711, net_delay=141, decode_delay=3, encode_delay=11, total_delay=155, md5=05db63250ed2c7ea58615467048142e5
Unknown Frame: size=12739, net_delay=141, decode_delay=4, encode_delay=11, total_delay=156, md5=138f9ab5a8ab0da3abc34ebb84d870dd
Unknown Frame: size=10154, net_delay=142, decode_delay=3, encode_delay=10, total_delay=155, md5=bc43bf52fcd3bc5d82dd774fc1e8382f
Unknown Frame: size=10160, net_delay=142, decode_delay=3, encode_delay=10, total_delay=155, md5=c8d3c35d083d22cd89af7430038f331a
Unknown Frame: size=12012, net_delay=142, decode_delay=3, encode_delay=10, total_delay=155, md5=024424aac90017e4c01f891c757210b3
Unknown Frame: size=14023, net_delay=140, decode_delay=3, encode_delay=11, total_delay=154, md5=7336d21c2946eb4d430351d85ec10b82
Unknown Frame: size=14213, net_delay=141, decode_delay=3, encode_delay=10, total_delay=154, md5=1c65cb96df62d714fb90b47590ce9774
Unknown Frame: size=10819, net_delay=139, decode_delay=3, encode_delay=10, total_delay=152, md5=080fd3ed7630d6c79489c4b647a0b905
Unknown Frame: size=16678, net_delay=138, decode_delay=4, encode_delay=11, total_delay=153, md5=227b3b28135076f71dcb12afad13abce
Unknown Frame: size=11049, net_delay=140, decode_delay=3, encode_delay=10, total_delay=153, md5=6aa23a6ef34a1930348c8af32b0d2c57
Unknown Frame: size=15854, net_delay=137, decode_delay=4, encode_delay=11, total_delay=152, md5=4c0e05531efea060486143d87eb3e804
Unknown Frame: size=16146, net_delay=137, decode_delay=4, encode_delay=12, total_delay=153, md5=b33a08e371cd9b9f65ecbb28f5d7c12f
Unknown Frame: size=11470, net_delay=139, decode_delay=3, encode_delay=10, total_delay=152, md5=41702825fe0c14b96be955239997c9d2
Unknown Frame: size=15838, net_delay=135, decode_delay=4, encode_delay=12, total_delay=151, md5=f1ad3c598f27a03dfb28b4c0b44a8cfc
Unknown Frame: size=13952, net_delay=136, decode_delay=3, encode_delay=12, total_delay=151, md5=ca20620f1b9b3e5c318e0889c8a83afc
Unknown Frame: size=16608, net_delay=134, decode_delay=3, encode_delay=12, total_delay=149, md5=e68614f99a2a6596071d905dcdd575ba
Unknown Frame: size=11632, net_delay=138, decode_delay=2, encode_delay=10, total_delay=150, md5=b2d388db7ba818bdd905944c3370c22a
Unknown Frame: size=10115, net_delay=136, decode_delay=3, encode_delay=10, total_delay=149, md5=0ca7596ddd11b26d9303df938f22c801
Unknown Frame: size=10690, net_delay=135, decode_delay=3, encode_delay=10, total_delay=148, md5=a1c8a0b13144b8e079c2ca26b7e56c1f
Unknown Frame: size=9738, net_delay=135, decode_delay=2, encode_delay=10, total_delay=147, md5=49752a09ddcb4fe60cfd8d761c4028ca
Unknown Frame: size=9994, net_delay=135, decode_delay=3, encode_delay=9, total_delay=147, md5=294deea10a5db37c082f9b00f7b6c3ae
Unknown Frame: size=9816, net_delay=135, decode_delay=3, encode_delay=9, total_delay=147, md5=315dc1f57af6411a703f8863544aaf00
Unknown Frame: size=12364, net_delay=133, decode_delay=3, encode_delay=11, total_delay=147, md5=a1b2106c8b0326fb2d0abf257f8a8ef0
Unknown Frame: size=13861, net_delay=132, decode_delay=3, encode_delay=12, total_delay=147, md5=cbca6ac8f0d1fecfdf77d53ae739a319
Unknown Frame: size=14276, net_delay=133, decode_delay=3, encode_delay=11, total_delay=147, md5=0fae31f84760d528165b709bf13ff12a
Unknown Frame: size=15626, net_delay=132, decode_delay=4, encode_delay=12, total_delay=148, md5=607874bbf70d06eb219405d7c795f0ad
Unknown Frame: size=16642, net_delay=131, decode_delay=3, encode_delay=12, total_delay=146, md5=0b7577d2e4347c19ab9dda2bd82851a6
Unknown Frame: size=18895, net_delay=130, decode_delay=3, encode_delay=13, total_delay=146, md5=5329b0034b728fea986b319de3336dec
Unknown Frame: size=17094, net_delay=131, decode_delay=4, encode_delay=12, total_delay=147, md5=bd35241958e27d9adefe7569783e15e6
Unknown Frame: size=19645, net_delay=129, decode_delay=4, encode_delay=13, total_delay=146, md5=b61e4a5c75702af013bdc6319aca820b
Unknown Frame: size=19534, net_delay=128, decode_delay=4, encode_delay=14, total_delay=146, md5=303d6e06384c2d89c3d598c1d57df9d0
Unknown Frame: size=16436, net_delay=131, decode_delay=3, encode_delay=12, total_delay=146, md5=4e2a6fbc4d49aecb677339cb04205207
Unknown Frame: size=16254, net_delay=131, decode_delay=3, encode_delay=12, total_delay=146, md5=0612ff2b5e06daaea244628cb275789a
Unknown Frame: size=15351, net_delay=131, decode_delay=3, encode_delay=12, total_delay=146, md5=5376cdbcbbe651fa50191d88b9b05f14
Unknown Frame: size=13772, net_delay=132, decode_delay=3, encode_delay=11, total_delay=146, md5=1dbcfc8260c90c7f57c5b40a671aa767
Unknown Frame: size=14982, net_delay=132, decode_delay=3, encode_delay=11, total_delay=146, md5=708bb027a7d946468411ea0b114d47a9
Unknown Frame: size=16236, net_delay=134, decode_delay=3, encode_delay=10, total_delay=147, md5=ad15ad2acb1429d420f9a9572502837c
Unknown Frame: size=15721, net_delay=132, decode_delay=3, encode_delay=11, total_delay=146, md5=55bb321a081ba31462187d667c319e06
Unknown Frame: size=11292, net_delay=134, decode_delay=2, encode_delay=10, total_delay=146, md5=7d1dcdfea13fb6ded5f13372d009eeee
Unknown Frame: size=14861, net_delay=134, decode_delay=3, encode_delay=11, total_delay=148, md5=38ca997dce077709633128df51037d1e
Unknown Frame: size=14641, net_delay=132, decode_delay=3, encode_delay=12, total_delay=147, md5=04cbdf16a5539e618f341e0aa3482f91
Unknown Frame: size=13076, net_delay=135, decode_delay=3, encode_delay=10, total_delay=148, md5=95f29b3bc4e58dc11a7227bd0ccb8966
Unknown Frame: size=16438, net_delay=135, decode_delay=3, encode_delay=9, total_delay=147, md5=c4816f26f35fed0ea7a996db5de54c22
Unknown Frame: size=12665, net_delay=135, decode_delay=3, encode_delay=10, total_delay=148, md5=155e2dcb45dbad00453302772c5405fa
Unknown Frame: size=13873, net_delay=136, decode_delay=3, encode_delay=10, total_delay=149, md5=231f1e42751f513f5c184c6968c111b6
Unknown Frame: size=13371, net_delay=135, decode_delay=3, encode_delay=10, total_delay=148, md5=0e176601e3da844b4201eb4fb1b61e89
Unknown Frame: size=9760, net_delay=136, decode_delay=2, encode_delay=9, total_delay=147, md5=a1f742e7ee278bf081817f2107bc93e1
Unknown Frame: size=11640, net_delay=134, decode_delay=3, encode_delay=11, total_delay=148, md5=40328653c1ac72ce74012c1369a1854b
Unknown Frame: size=9334, net_delay=136, decode_delay=3, encode_delay=9, total_delay=148, md5=5482414cf88e8c0c8f0a697d34f88831
Unknown Frame: size=8054, net_delay=137, decode_delay=3, encode_delay=9, total_delay=149, md5=648e3d37e9b18c5a5a78fc48fbd4eb78
Unknown Frame: size=11723, net_delay=136, decode_delay=2, encode_delay=9, total_delay=147, md5=7285c1d50e930d855fd5d08279da4793
Unknown Frame: size=12341, net_delay=136, decode_delay=3, encode_delay=9, total_delay=148, md5=db8810e0097e50b35e242ec12d7aab9a
Unknown Frame: size=11868, net_delay=135, decode_delay=3, encode_delay=10, total_delay=148, md5=0184a8cfad60f332e55fb675aa07e42f
Unknown Frame: size=23270, net_delay=131, decode_delay=4, encode_delay=14, total_delay=149, md5=5e9bd7f43cc4237ca7f213a43f85a1cf
Unknown Frame: size=20817, net_delay=132, decode_delay=4, encode_delay=13, total_delay=149, md5=8d353380f05260d32e16cfdc49615640
Unknown Frame: size=19548, net_delay=132, decode_delay=4, encode_delay=13, total_delay=149, md5=239c88e3b14f7341f97425984ee75b0b
Unknown Frame: size=20297, net_delay=131, decode_delay=4, encode_delay=14, total_delay=149, md5=5bd3506675542b12999cc4c3e0825e27
Unknown Frame: size=16231, net_delay=132, decode_delay=3, encode_delay=12, total_delay=147, md5=1f160e8f760fa6d2446a14509697d093
Unknown Frame: size=11099, net_delay=136, decode_delay=3, encode_delay=10, total_delay=149, md5=4b37e9f4b979a72ace1f8a11647d6015
Unknown Frame: size=14164, net_delay=135, decode_delay=3, encode_delay=11, total_delay=149, md5=a91452257defb891f8698f73016d7d96
Unknown Frame: size=12895, net_delay=135, decode_delay=3, encode_delay=10, total_delay=148, md5=771e6163ba20755df096b41f8209ee68
Unknown Frame: size=13129, net_delay=136, decode_delay=3, encode_delay=10, total_delay=149, md5=c924b321afb61a18460a9a30555587ab
Unknown Frame: size=11838, net_delay=136, decode_delay=3, encode_delay=10, total_delay=149, md5=2d29244057159f05e4c247e84504096f
Unknown Frame: size=15336, net_delay=135, decode_delay=3, encode_delay=11, total_delay=149, md5=4da3dd66b3c003ddefe3b1920bab0e32
Unknown Frame: size=13675, net_delay=135, decode_delay=3, encode_delay=11, total_delay=149, md5=38b5a3cbe591c33331f3a38ebc4246ce
Unknown Frame: size=14915, net_delay=134, decode_delay=3, encode_delay=11, total_delay=148, md5=71fe39ca45e2e41f6243dc0881c7ee18
Unknown Frame: size=19551, net_delay=134, decode_delay=4, encode_delay=12, total_delay=150, md5=05085661c8d9bb0cbcb1964f6963e3e8
Unknown Frame: size=15115, net_delay=134, decode_delay=4, encode_delay=12, total_delay=150, md5=dd47e0fcbe8336733161a9b6bf1cc51a
Unknown Frame: size=20496, net_delay=132, decode_delay=4, encode_delay=14, total_delay=150, md5=d1ffb428d09877d7f684598f3d3d08b3
Unknown Frame: size=22102, net_delay=135, decode_delay=4, encode_delay=14, total_delay=153, md5=d35d9ccca18287964cbbf2258ff3df6c
Unknown Frame: size=12093, net_delay=136, decode_delay=3, encode_delay=11, total_delay=150, md5=926434792f28ba92723311902990a640
Unknown Frame: size=11187, net_delay=136, decode_delay=3, encode_delay=11, total_delay=150, md5=4337a5e8bbd5d1bf44f109e916e1125e
Unknown Frame: size=15243, net_delay=136, decode_delay=4, encode_delay=12, total_delay=152, md5=f6bc44a0c3c5562fed09d25edc32301c
Unknown Frame: size=16354, net_delay=136, decode_delay=3, encode_delay=12, total_delay=151, md5=0a4573c9d29e49049a4202b3a3d5b291
Unknown Frame: size=12454, net_delay=138, decode_delay=3, encode_delay=10, total_delay=151, md5=53b25d7ea3efe0bedd2ff708944db77e
Unknown Frame: size=12185, net_delay=139, decode_delay=3, encode_delay=10, total_delay=152, md5=190f946e59631a18134668826138d1cd
Unknown Frame: size=12098, net_delay=138, decode_delay=4, encode_delay=11, total_delay=153, md5=29d3fd402c059e8347e26ed2a4f05376
Unknown Frame: size=13971, net_delay=139, decode_delay=3, encode_delay=11, total_delay=153, md5=d034e6a730772b137c652e40d241720d
Unknown Frame: size=15368, net_delay=140, decode_delay=3, encode_delay=11, total_delay=154, md5=27964378b4858a2960a30cf941f89761
Unknown Frame: size=15338, net_delay=138, decode_delay=4, encode_delay=12, total_delay=154, md5=1df396cf324a6f470c07a2223be61698
Unknown Frame: size=12135, net_delay=139, decode_delay=3, encode_delay=11, total_delay=153, md5=f85ad8e4cf341002f6252fb6d8123c6f
Unknown Frame: size=11089, net_delay=140, decode_delay=3, encode_delay=10, total_delay=153, md5=afc97f3912a73ffa57b634c625aaa85b
Unknown Frame: size=10062, net_delay=141, decode_delay=2, encode_delay=9, total_delay=152, md5=346c67be22385772433fa9a8e7c02386
Unknown Frame: size=12066, net_delay=139, decode_delay=3, encode_delay=11, total_delay=153, md5=56c3c9ffd80720cc6b19c9bb2a238680
Unknown Frame: size=20357, net_delay=137, decode_delay=4, encode_delay=14, total_delay=155, md5=94f1d22e3baceaef5cdd4523018eb26c
Unknown Frame: size=17623, net_delay=143, decode_delay=3, encode_delay=13, total_delay=159, md5=95c380a2b454ba31d49812ddc5ae0542
Unknown Frame: size=17137, net_delay=157, decode_delay=3, encode_delay=12, total_delay=172, md5=def2aa00bb097c0d45d9290926dc7b41
Unknown Frame: size=16990, net_delay=172, decode_delay=3, encode_delay=13, total_delay=188, md5=084e7cbf92017d022329d1928165ce06
Unknown Frame: size=11259, net_delay=172, decode_delay=3, encode_delay=11, total_delay=186, md5=4787415b729fa8f0e689b696c8c6494a
Unknown Frame: size=12599, net_delay=173, decode_delay=3, encode_delay=12, total_delay=188, md5=494469fb19bb6ee74da91316729cb5d9
Unknown Frame: size=11307, net_delay=172, decode_delay=3, encode_delay=11, total_delay=186, md5=287e959f92ddf6967721b8543437c3c1
Unknown Frame: size=10516, net_delay=171, decode_delay=3, encode_delay=10, total_delay=184, md5=754813dd606e43d94d7079081d1d101c
Unknown Frame: size=7599, net_delay=157, decode_delay=3, encode_delay=9, total_delay=169, md5=e18b5944e3247000988b0b6e9f2e7554
Unknown Frame: size=12192, net_delay=158, decode_delay=3, encode_delay=10, total_delay=171, md5=39a21b90c0a2f5bd8d4c5d82616e7c0a
Unknown Frame: size=12527, net_delay=156, decode_delay=3, encode_delay=10, total_delay=169, md5=385f51e74a2c4f190aedbee65a4662e9
Unknown Frame: size=12442, net_delay=159, decode_delay=3, encode_delay=10, total_delay=172, md5=4db49dff258a5e6ed8c1956f189ae367
Unknown Frame: size=15422, net_delay=168, decode_delay=4, encode_delay=11, total_delay=183, md5=ee7a17e24c61cafe857d97ad59dfb6a6
Unknown Frame: size=12644, net_delay=171, decode_delay=3, encode_delay=10, total_delay=184, md5=f2e0c007908a9e15e967765f30e53634
Unknown Frame: size=13744, net_delay=177, decode_delay=3, encode_delay=12, total_delay=192, md5=4be8e8623f9cd7de746c129606f7ee2e
Unknown Frame: size=22296, net_delay=202, decode_delay=4, encode_delay=14, total_delay=220, md5=b34a2fb80693cc82b7d3bf545bc65de0
Unknown Frame: size=19960, net_delay=227, decode_delay=4, encode_delay=14, total_delay=245, md5=541ad25c9f60451a3a7359773c3d5250
Unknown Frame: size=18351, net_delay=247, decode_delay=3, encode_delay=13, total_delay=263, md5=35b8db157893322c04d5d86bf06b2ae8
Unknown Frame: size=20987, net_delay=270, decode_delay=4, encode_delay=14, total_delay=288, md5=40b71567558d8877938ea52b9b835c5a
Unknown Frame: size=9640, net_delay=266, decode_delay=3, encode_delay=11, total_delay=280, md5=752d824f64f355f8c3d5d0c6dee2221c
Unknown Frame: size=12625, net_delay=269, decode_delay=3, encode_delay=10, total_delay=282, md5=cb055d1a412446e394d9071b9c0e99a6
Unknown Frame: size=10830, net_delay=267, decode_delay=3, encode_delay=10, total_delay=280, md5=b5e19ae1ff45fb4678e3367284010934
Unknown Frame: size=7822, net_delay=255, decode_delay=3, encode_delay=9, total_delay=267, md5=078bc234cf83713aca7731369f48cc50
Unknown Frame: size=7971, net_delay=242, decode_delay=2, encode_delay=12, total_delay=256, md5=8e102a00ad51f12e62e015b4dad9c9a8
Unknown Frame: size=9391, net_delay=237, decode_delay=2, encode_delay=10, total_delay=249, md5=2c6ea362b0feab3cd87c642093bb6923
Unknown Frame: size=11068, net_delay=235, decode_delay=3, encode_delay=11, total_delay=249, md5=23f19ba1491f522c77407afe0f24a349
Unknown Frame: size=11072, net_delay=232, decode_delay=3, encode_delay=11, total_delay=246, md5=f48d7839c9de7d05ab2d988ddd3548ca
Unknown Frame: size=11018, net_delay=234, decode_delay=3, encode_delay=11, total_delay=248, md5=0098e2ac49c96a9c004c6380aec74bd5
Unknown Frame: size=12496, net_delay=241, decode_delay=3, encode_delay=12, total_delay=256, md5=b6eb4a6a23b3069de8d3fa76f97ef5bd
Unknown Frame: size=12332, net_delay=248, decode_delay=3, encode_delay=11, total_delay=262, md5=871fe031ef51eb44521cdb24689fb4b3
Unknown Frame: size=13271, net_delay=253, decode_delay=3, encode_delay=12, total_delay=268, md5=0e92711d3e94f22eba174f40a5e4ffa6
Unknown Frame: size=9648, net_delay=253, decode_delay=3, encode_delay=11, total_delay=267, md5=52f8323480c02fa305ee3df693b3c1fa
Unknown Frame: size=9577, net_delay=252, decode_delay=3, encode_delay=10, total_delay=265, md5=7ac14d80da0b007c0558c05b9a64bcc4
Unknown Frame: size=6884, net_delay=239, decode_delay=2, encode_delay=8, total_delay=249, md5=896ee9c1c427fab6a966fc8b62423aaf
Unknown Frame: size=4671, net_delay=224, decode_delay=1, encode_delay=7, total_delay=232, md5=ad2a24844bfc5bd46b4df0498c3c290d
Unknown Frame: size=8840, net_delay=217, decode_delay=2, encode_delay=7, total_delay=226, md5=0c4276bdf12584835fd05b8de3913dec
Unknown Frame: size=10739, net_delay=218, decode_delay=3, encode_delay=8, total_delay=229, md5=f38240640359bacc8c26fccfefee82fd
Unknown Frame: size=5233, net_delay=201, decode_delay=2, encode_delay=7, total_delay=210, md5=458c4fcc3980285305e3dac16c39109e
Unknown Frame: size=4525, net_delay=180, decode_delay=2, encode_delay=6, total_delay=188, md5=eb1bc3f9df32f54e30026f25dedcb945
Unknown Frame: size=9671, net_delay=180, decode_delay=2, encode_delay=7, total_delay=189, md5=a7dab70de424932fc87c966aa6748dc4
Unknown Frame: size=16686, net_delay=194, decode_delay=4, encode_delay=9, total_delay=207, md5=986806b3a95ca49dcc024efb3c2aa297
Unknown Frame: size=4388, net_delay=181, decode_delay=2, encode_delay=7, total_delay=190, md5=95109d553e691f371529c20d89d3b0df
Unknown Frame: size=4690, net_delay=183, decode_delay=2, encode_delay=7, total_delay=192, md5=54258e24abca4fafd8198e914b37e8ac
Unknown Frame: size=3635, net_delay=183, decode_delay=1, encode_delay=7, total_delay=191, md5=dd81e3277ffa07e4b0b4f6d02a9132ab
Unknown Frame: size=3123, net_delay=183, decode_delay=1, encode_delay=6, total_delay=190, md5=3ce88851bc9e6ada1c02c56c57c48506
Unknown Frame: size=7185, net_delay=181, decode_delay=2, encode_delay=7, total_delay=190, md5=cd1fcc91fe2f6c6ee4f4b995eca5a66e
Unknown Frame: size=2431, net_delay=183, decode_delay=2, encode_delay=5, total_delay=190, md5=a2a41af6dc1f77fbf7e0369f85fbc147
Unknown Frame: size=2582, net_delay=181, decode_delay=2, encode_delay=6, total_delay=189, md5=955dad4d08f6d2dc2a1d6151baa05e86
Unknown Frame: size=2070, net_delay=181, decode_delay=2, encode_delay=6, total_delay=189, md5=4567081e196ee06520f835cbc7f0c211
Unknown Frame: size=4881, net_delay=181, decode_delay=1, encode_delay=7, total_delay=189, md5=5830e90ee3da326790630ef8a8d77419
Unknown Frame: size=6145, net_delay=178, decode_delay=2, encode_delay=7, total_delay=187, md5=0d4a3d4f952f7e8d04cfe06fcbcf1742
Unknown Frame: size=2082, net_delay=180, decode_delay=2, encode_delay=6, total_delay=188, md5=7dc69d5194a6ea3cc46097589bbe2ca3
Unknown Frame: size=2132, net_delay=180, decode_delay=2, encode_delay=6, total_delay=188, md5=fc15bafc65a6e4de412c29dc2d0b9b55
Unknown Frame: size=945, net_delay=180, decode_delay=1, encode_delay=6, total_delay=187, md5=3b4ff3f41f8cf0073a2d1803f594b900
Unknown Frame: size=1966, net_delay=181, decode_delay=1, encode_delay=6, total_delay=188, md5=42d499b5731bf43908bc68d514272acb
Unknown Frame: size=1878, net_delay=180, decode_delay=2, encode_delay=6, total_delay=188, md5=a9422a9bdce027922000134ae0fb28f9
Unknown Frame: size=885, net_delay=180, decode_delay=2, encode_delay=7, total_delay=189, md5=3feeb919c4073b9766fd6bbb3da8cd43
Unknown Frame: size=299942, net_delay=975, decode_delay=33, encode_delay=41, total_delay=1049, md5=6a44698e755a6ac16f6e84617a8a5ebd
Unknown Frame: size=19472, net_delay=1025, decode_delay=4, encode_delay=16, total_delay=1045, md5=50b802e4801b53af7eb82155fdc77c59
Unknown Frame: size=18596, net_delay=1056, decode_delay=4, encode_delay=8, total_delay=1068, md5=ed596cba18e079c37305f7a788c5a54b
Unknown Frame: size=75745, net_delay=1222, decode_delay=10, encode_delay=16, total_delay=1248, md5=9278f8f3b576a7f98fb282464fd55a65
Unknown Frame: size=37021, net_delay=1204, decode_delay=5, encode_delay=11, total_delay=1220, md5=bd965cdbe1f875dfb295de7288086c52
